white,white_elo,black,black_elo,result,date,moves
rzenaikrzys,1337,Kikelius,1621,0-1,????.??.??,c4 e5 Nc3 Nf6 e4 d5 exd5 c6 g3 cxd5 cxd5 Nxd5 Nxd5 Qxd5 Bg2 Qxg2 Qa4+ Bd7 Qb4 Bxb4
tilung20,1921,1rg1dr,1596,1-0,????.??.??,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Nf3 Be7 Bc4 O-O O-O Nc6 h3 Re8 Qe2 a6 Be3 b5 Bb3 Na5 Rad1 Bb7 Nxe5 Nxe4 Bxf7+ Kf8 Nxe4 Bxe4 Bxe8 Qxe8 Ng4 Bb7 Rfe1 Nc4 Bd4 h5 Bxg7+ Kxg7 Qxe7+ Qxe7 Rxe7+ Kg8 Nf6+
lastovka,1654,gleb,1528,1-0,????.??.??,e4 e5 Nf3 Nf6 Bc4 Nc6 d4 d6 Ng5 Be6 Bxe6 fxe6 Nxe6 Kf7 Nxd8+
atikus,1590,Tata190,1861,0-1,????.??.??,e4 c6 d4 d6 c3 e6 f4 f6 Nf3 g6 Bd3 Bg7 Be3 Nh6 O-O Ng4 Bc1 O-O h3 Nh6 Be3 Nf7 Nbd2 Qe7 Rc1 Na6 e5 Nc7 exd6 Nxd6 Nb3 Nf5 Bxf5 exf5 Qd2 Nd5 Ne1 Qxe3+ Qxe3 Nxe3 Rf3 Nd5 Nd3 b6 a3 Bd7 Nd2 Rae8 Kh1 Bh6 g3 Re3 Rxe3 Nxe3 Nb3 Re8 Re1 Nd5 Rxe8+ Bxe8 Nb4 Kf7 Nxc6 Bxc6
_bubu,1736,nostalgie2,1627,0-1,????.??.??,e4 e5 f4 d6 Nf3 Nc6 Bc4 Be6 Qe2 Bxc4 Qxc4 Nf6 Nc3 Be7 d4 exd4 Nxd4 Nxd4 Qxd4 O-O O-O d5 e5 b6 exf6 Bc5 Qxc5 bxc5
navik,1685,CoLoNY,1598,0-1,????.??.??,d4 d5 h3 Nf6 a3 e6 Bf4 a6 Nc3 c5 e3 Qb6 Na4 Qa5+ c3 Bd7 Nxc5 Bxc5 dxc5 Qxc5 Nf3 Nc6 Ne5 O-O-O Nxc6 Bxc6 Be5 Rd7 Bxf6 gxf6 Qg4 Qf8 Qd4 e5 Qb6 Qd6 b4 d4 cxd4 exd4 Rd1 Re8 Rxd4 Qxd4 Qxd4 Rxd4 Be2 Rd5 O-O Rg5 Bg4+ Kc7 Rc1 b5 Bf3 Re6 h4 Rge5 Bg4 Rd6 Rc3 Red5 Bh5 Rd3 Rc5 R6d5 Rc1 Rxh5
pegaz,1809,Soulbringer,1651,0-1,????.??.??,d4 g6 c4 Bg7 Nc3 e6 e4 Ne7 Nf3 O-O Bd3 d5 O-O c5 dxc5 Nbc6 cxd5 exd5 exd5 Nxd5 Nxd5 Qxd5 Be3 Bxb2 Rb1 Bd4 Nxd4 Nxd4 Qa4 Nf3+ gxf3 Qxd3 Kh1 Bh3 Rg1 Qd5 Rg3 Bf5 Rd1 Qc6 Qh4 Rad8 Rdg1 Rfe8 Qh6 Qf6 Bg5 Qg7 Qxg7+ Kxg7 Bxd8 Rxd8 h4 Rd3 h5 Rc3 f4 Rxc5 hxg6 hxg6 Rb3 b5 Re1 a6 Re5 Rc1+ Kg2 Rc2 a3 Ra2 Rg3 Kf6 Rc3 Be6 Rec5 Kg7 Rc6 Bd5+ Kg3 Bxc6 Rxc6 a5 Rc3 b4 axb4 axb4 Rb3 Ra3 Rxa3 bxa3
rzenaikrzys,1332,Kikelius,1625,0-1,????.??.??,c4 e5 Nc3 Nf6 e4 d5 exd5 c6 g3 cxd5 cxd5 Nxd5 Bg2 Nxc3 bxc3 Nc6 Nf3 Bd6 O-O O-O d3 Re8 Rb1 Bg4 h3 Bf5 g4 Bg6 Bg5 Be7 Bxe7 Qxe7 c4 Nd4 Nxd4 exd4 Re1 Qd7 Rxe8+ Rxe8 Qf3 b6 Qd5 Qe7 Bf3 Bxd3 Rb3 Qe1+ Kg2 Qf1+ Kg3 Qg1+ Kh4 Qxf2+ Kh5 Be4 Bxe4 Qf6 g5 g6+ Kh6 Qg7#
ESI1335,1761,GAI5864,1732,1-0,????.??.??,d4 d5 c4 dxc4 Nc3 Bd7 e4 b5 d5 e6 Qc2 Bb4 Nf3 Nf6 Be2 exd5 e5 Ne4 O-O Bxc3 bxc3 Bf5 Qb2 Qd7 Re1 O-O Be3 a6 Bd4 Nc6 h3 Nxd4 Nxd4 Rfe8 Nf3 f6 Bf1 fxe5 Rad1 c6 Re3 a5 Nh2 b4 cxb4 axb4 Bxc4 Kh8 Bb3 d4 Nf3 Bxh3 Rxe4 Bf5 Rxe5 Rxe5 Nxe5 Qd6 Nf7+
adnap1,1253,daneshafm46,1515,0-1,????.??.??,e4 d6 d4 e6 d5 e5 Bb5+ Bd7 a4 c6 dxc6 bxc6 Bc4 Qf6 Nf3 Nh6 Bg5 Qg6 h4 Qxe4+ Be2 Ng4 Nfd2 Qxg2 Rf1 Nh2 f4 Nxf1 Bxf1 Qg3+ Ke2 Bg4+ Nf3 Bxf3+ Kd2 Bxd1 Kxd1 Qg1 Nd2 Qd4 Ra3 Qxb2 Rb3 Qd4 Rd3 Qxa4 fxe5 h6 exd6 hxg5 d7+ Nxd7 Bh3 Ne5 Re3 f6 Re4 Qa1+ Ke2 Rxh4 Bg2 Rxe4+ Nxe4 O-O-O
Xaver,1462,beckstar,1646,0-1,????.??.??,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Bg7 Nc3 Nc6 Be3 Nf6 Be2 d6 O-O O-O f4 e6 Nxc6 bxc6 g4 Bb7 f5 c5 Bg5 Qd7 fxg6 fxg6 e5 Ne4 Nxe4 Bxe4 Qxd6 Qxd6 exd6 Bd4+ Rf2 Rxf2 d7 Rxe2+ Kf1 Rf2+ Ke1 Rff8 c3 Bf6 Bxf6 Rxf6 Rd1 Rd8 g5 Rf3 Ke2 Rh3 b4 Rxh2+ Ke3 Bd5 b5 Rxa2 Kf4 Rxd7 Ke5 Rb2 c4 Re2+ Kf4 Rf7+ Kg3 Bxc4
tjuafu,1536,mandz12345,1500,1-0,????.??.??,e4 e5 Nf3 Qf6 d4 Bd6 dxe5 Be7 exf6 Bxf6 Bc4 Ne7 O-O Nbc6 Ng5 d5 exd5 h6 dxc6 hxg5 Nc3 bxc6 Ne4 Rh4 Bxf7+ Kxf7 Nxg5+ Kg6 Qd3+ Bf5 Qg3 Kh5 Qxc7 Bxg5 Bxg5 Kxg5 Qxe7+ Kh5 Qe5 Kg5 Rae1 Rd8 Qxg7+ Bg6 Qe7+ Kh6 Qxh4+ Kg7 Qxd8 Bxc2 Qd4+ Kg6 Re2 a5 Rxc2 c5 Rxc5 a4 Qxa4 Kf6 Re1 Kg6 Re6+ Kf7 Qd7+ Kg8 Rc8#
west223,1899,g0a8b2r0i0e1,1706,1-0,????.??.??,d4 Nf6 c4 g6 Nc3 d5 e3 Bg7 Nf3 O-O Bd3 c6 O-O Bg4 h3 Bd7 Ne5 Bh6 f4 Bg7 g4 h5 g5 Bxh3 gxf6 Bxf1 fxg7 Re8 Qxf1 Kxg7 f5 Qd7 Bd2 gxf5 Bxf5 e6 Bd3 Qe7 Qg2+ Kf8 Rf1 Nd7 Ng6+
arbershabani97,1387,Marce11o,1550,0-1,????.??.??,b4 e5 b5 d5 Bb2 d4 e3 dxe3 dxe3 Qxd1+ Kxd1 Bd6 Nf3 f6 Nc3 Bd7 Nd5 c6 bxc6 bxc6 Nc3 Ne7 Bc4 Bb4 Ke2 Bxc3 Bxc3 Nd5 Kd3 O-O g4 Be6 g5 f5 Nxe5 f4 e4 Nxc3 Kxc3 Bxc4 Kxc4 a5 g6 h6 h4 a4 h5 Ra5 Nf7 Nd7 Kb4 Ra6 Rh4 c5+ Kb5 Rb6+ Kxa4 Rb4+ Ka3 Ra8#
Mr_Floppy,1562,queteden,1383,1-0,????.??.??,e4 e5 f4 Nc6 Nc3 Nf6 Nf3 Bc5 Bc4 d6 Ng5 Bg4 Bxf7+ Kf8 Ne2 h6 Ne6+ Kxf7
YaLoVaLi77,1627,wix,1605,1-0,????.??.??,c4 b6 Nc3 Bb7 e3 d6 d4 Nd7 Nf3 e6 Be2 Ne7 O-O g6 Re1 Bg7 Qc2 e5 d5 Nc5 e4 f5 exf5 Nxf5 Bg5 Qd7 Bd3 h6 Bxf5 gxf5 Be3 f4 Bxc5 dxc5 Qg6+ Qf7 Qxf7+ Kxf7 Nxe5+ Bxe5 Rxe5 Kf6 Rae1 c6 dxc6 Bxc6 f3 Be8 Re6+ Kg7 Re7+ Bf7 Nd5 Rhe8 h3 Rxe7 Rxe7 Re8 Rxa7 Kg6 Nxf4+ Kg5 Rxf7
leo2006,1476,bedo77,1542,0-1,????.??.??,f4 e6 e4 Nc6 c3 Nf6 Qf3 d6 Bb5 Bd7 a4 a6 Bd3 e5 fxe5 Bg4 Qg3 Nxe5 h3 Nxd3+ Qxd3 Bh5 g4 Bg6 Qe3 Be7 e5 dxe5 Qxe5 O-O Na3 Re8 Kf2 Bxa3 Rxa3 Rxe5 d4 Ne4+ Kf3 Re8 Ne2 Qd5
Alex2014,1238,-raffdj,1375,0-1,????.??.??,d4 Nf6 b3 d5 Bb2 c5 e3 e6 dxc5 Bxc5 a3 Nc6 b4 Bb6 c3 O-O Nf3 Ne4 Bd3 Ng5 Nxg5 Qxg5 O-O Ne5 f4 Bxe3+ Kh1 Qg4 Qxg4 Nxg4 Be2 Nf2+ Kg1 Nd3+ Kh1 Nxb2 Ra2 Nc4 Bxc4 dxc4 Re2 Bb6 Re4 e5 Rxc4 Bf5 fxe5 Bd3 Rcf4 Bxf1 Rxf1 Rfe8 Re1 Rad8 c4 Bd4 Nd2 Rxe5 Rxe5 Bxe5 Nf1
lepnume,1612,giannistst12,1576,1-0,????.??.??,d4 Nf6 c4 g6 Nc3 Bg7 Nf3 c6 e4 d5 e5 Nfd7 Be3 O-O Qd2 a5 cxd5 cxd5 Bh6 e6 Bxg7 Kxg7 h4 Nb6 h5 Nc4 Qc1 Qb6 hxg6 Rh8 Qh6+ Kg8 gxh7+ Rxh7 Qxh7+ Kf8 Qh8+ Ke7 Qf6+ Kd7 Qxf7+ Kc6 Qxe6+ Bxe6 b3 Na3 Rc1 Bg4 Na4+ Kd7 Nxb6+
tige214,1621,chetan62,1623,1-0,????.??.??,e4 g6 d4 Bg7 Nc3 d6 Bf4 c6 Nf3 Qb6 b3 Qb4 Bd2 Qb6 d5 c5 Bb5+ Bd7 Bxd7+ Nxd7 O-O Qc7 Rb1 a6 a4 Ngf6 Qe2 Ng4 h3 Nge5 Nxe5 Nxe5 f4 Nd7 Rfe1 h6 Qg4 Nf6 Qg3 b5 axb5 axb5 Nxb5 Qb6 Nc3 c4+ Be3 Qb4 Bd4 Nh5 Qf2 O-O Bxg7 Kxg7 Qd4+ Kg8 bxc4 Qa5 e5 dxe5 fxe5 Rad8 e6 f6 Qd3 Kg7 Re3 Qc5 Kh1 Nf4 Qe4 Nh5 g4 f5 Qe5+ Nf6 gxf5 gxf5 Rg3+ Kh8 Qxf5 Nh7 Qg6 Rg8 Qd3 Rxg3 Qxg3 Qxc4 Rg1 Ng5 h4 Rxd5 Nxd5 Qxd5+ Kh2 Nf3+ Kh3 Nxg1+ Qxg1 Qf3+ Qg3
MladenSimic,1175,xxima2,1414,1-0,????.??.??,e4 g6 Nf3 Bg7 Bc4 c5 d3 Qa5+ Bd2 Qb6 Bc3 Bxc3+ bxc3 Nf6 Nbd2 O-O O-O e6 Rb1 Qc7 Bb3 a5 a4 Na6 h3 d5 Qe2 dxe4 Nxe4 Nxe4 Qxe4 f5 Qe2 Kh8 Bxe6 Bxe6 Qxe6 Rae8 Qb3 c4 Qxc4 Qf4 Qxf4 Nc5 Qd4+ Kg8 Qxc5 Rc8 Qxa5 Ra8 Qd5+ Kh8 Qxb7 Rab8 Qxb8 Rxb8 Rxb8+ Kg7 Re1 Kf6 Rb6+ Kg7 Re7+ Kh6 h4 f4 Ng5 Kh5 Rxh7+ Kg4 f3+ Kg3 Nf7 g5 Rg6 g4 Rxg4#
honzarusnak,2043,l-ove,1720,1-0,????.??.??,e4 c5 c3 Nc6 d4 cxd4 cxd4 e6 Nc3 Bb4 Nf3 Qb6 Be2 Nf6 Qd3 Bxc3+ bxc3 O-O O-O Qc7 Ba3 Re8 e5 Nd5 Bd6 Qd8 c4 Nf4 Qe3 Nxe2+ Qxe2 b6 Rfe1 Bb7 Rad1 Rc8 Rd3 Na5 c5 bxc5 dxc5 Nc4 Rc3 Nxd6 exd6 Qf6 Rcc1 Bxf3 Qxf3 Qxf3 gxf3 Rc6 Re3 Rec8 Ra3 a6 Rcc3 f6 Kf1 Kf7 Ke2 e5 Ke3 Ke6 Ke4 f5+ Ke3 Kd5 Ra5 f4+ Kd3 Rb8 Rb3 Rbc8 Rb6 Rxc5 Rxc5+ Rxc5 Rxa6 Rc6 Ra5+ Kxd6 Ke4 Rc2 Rd5+ Kc6 Rxe5 Rb2 Kxf4 Rxa2 Kg3 Kd6 Re3 Ra1 f4 Rg1+ Kf3 Rg6 f5 Rf6 Ke4 h6 Rd3+ Kc6 Rg3 Rf7 Rg6+ d6 h4 Kc5 f4 d5+ Kd3 Rxf5 Rxg7 Rxf4 h5 Rh4 Rc7+ Kd6 Ra7 Rxh5 Ra6+ Kc5 Ra5+ Kb4 Ra6 Rh4 Rd6 Kc5 Rd8 Rh3+ Kd2 d4 Rc8+ Kb6 Rd8 Kc5 Rc8+ Kb5 Rb8+ Kc4 Rc8+ Kd5 Rd8+ Ke4 Re8+ Kf5 Rf8+ Kg6 Rd8 Rh4 Kd3 Rh1 Rxd4 Rd1+ Ke3 Rd3+ Rxd3 Kg5 Kf3 h5 Rd5+ Kg6 Kg3 Kh6 Kh4 Kg6 Rxh5 Kf6 Ra5 Ke6 Kg4 Kd6 Kf4 Kc6 Ke4 Kb6 Rd5 Kc6 Kd4 Kb6 Rc5 Ka6 Kc4 Kb6 Kb4 Ka6 Rb5 Ka7 Kc5 Ka6 Kc6 Ka7 Rb6 Ka8 Kd7 Ka7 Kc7 Ka8 Ra6#
BETEPBOKHO,1580,Nrock,1892,0-1,????.??.??,d4 Nf6 c4 e5 d5 Ng4 h3 Nf6 a3 a5 b3 Bc5 e3 d6 Bb2 Bf5 Bd3 Bxd3 Qxd3 O-O Nd2 Nbd7 e4 Re8 Ngf3 Nh5 O-O Nf4 Qc3 Qf6 h4 Ne2+
boogy_man,1812,sps53,1449,1-0,????.??.??,d4 e6 c4 Nf6 Nf3 g6 Nc3 Bg7 e4 O-O e5 Nh5 g4 Nf6 exf6 Qxf6 Bg5
aminzadeh74,1980,Bangladeshi_Schuch,1476,1-0,????.??.??,g3 c5 Bg2 Nc6 Nf3 e5 c4 g6 Nc3 Bg7 O-O d6 a3 Nge7 d3 O-O Rb1 a5 Ne1 Be6 Nd5 Rb8 Nc2 b5 Bg5 Qd7 Qd2 f6 Bh6 b4 Bxg7 Kxg7 Nxe7 Nxe7 axb4 axb4 Ra1 d5 cxd5 Bxd5 Bxd5 Nxd5 Ra5 Rb5 Ra4 Nb6 Ra6 Nc4 Qc1 Na5 Qa1 Nc6 Rc1 f5 Qa4 Qb7 d4 cxd4 Ne1 Rc8 Rcxc6 Rxc6 Ra7 Rc1 Rxb7+ Rxb7 Kf1 e4 Qa6 Rd7 g4 d3 exd3 exd3 Qe6 Rdc7 gxf5 Rf7 Qe5+ Kg8 fxg6 hxg6 Qg5 Rd1 Qxg6+ Kf8 Qh6+ Ke7 Qg5+ Kf8 Qd8+ Kg7 Qd4+ Kf8 Qxb4+ Re7 Qf4+ Rf7 Qb8+ Kg7 Qb4 Rb1 Kg2 Rxe1 Qxe1 Kf8 Qb4+ Kg8 Qd6 Rg7+ Kf3 Rh7 Qd8+ Kf7 Qd7+ Kg8 Qxh7+ Kxh7 b4 Kg6 b5 Kf5 b6 Ke6 b7 Kd7 b8=Q d2 Qb5+ Ke6 Qe2+ Kf6 Kf4 d1=Q Qxd1 Ke6 h4 Kf7 Kf5 Ke8 Kf6 Kf8 Qd8#
atikus,1597,Guinsoo,1659,0-1,????.??.??,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 Bg4 f3 Bh5 d4 Qe6 Nh3 g6 Nf4 Qf5 Bd3 Qa5 Nxh5 Qxh5 O-O Bg7 Be3 Nf6 Ne2 O-O c3 Nc6 Nf4 Qg5 Ne6 Qxe3+ Kh1 Qxe6 d5 Nxd5 Bc2 Ne3 Qe2 Nxf1 Qxe6 fxe6 Rxf1 Ne5 f4 Rad8 fxe5 Rxf1#
vatoo,1573,mot,1681,0-1,????.??.??,d4 c6 e4 g6 e5 Qb6 c3 Bg7 Nf3 c5 Bd2 Qxb2 Na3 Qxa3 dxc5 Qxc5 Qb3 Nc6 Be3 Qa5 Bb5 Nxe5 Nxe5 Bxe5 Bd4 Bxd4 Bc4 Bxc3+ Ke2 Qe5+ Kf3 Qf6+
liomer30,1785,michaeljmeadows,1889,1-0,????.??.??,e4 c6 c4 d5 cxd5 cxd5 exd5 Nf6 d4 Nxd5 Nc3 Nc6 Nf3 Bg4 Be2 e6 O-O Bd6 g3 Rc8 Kg2 Bb8 h3 Bh5 g4 Bg6 Bd3 Qd6 Bxg6 hxg6 Rh1 Nf4+ Bxf4 Qxf4 d5 Rd8 Qb3 exd5 Nxd5 Qd6 Rae1+ Kf8 Rd1 Qe6 Rhe1 Qd6 Nb6 Qc7 Nc4 Rxd1 Rxd1 g5 Rc1 f5 Nce5 fxg4 Ng1 Qxe5 Qa3+ Bd6 Qg3 Qxg3+ fxg3 gxh3+ Nxh3 g4 Ng5 Ne5 Rc8+ Ke7 Rxh8 Kf6 Ne4+ Ke6 Nxd6 Kxd6 Rg8 Nd3 Rxg7 Kc6 Rg6+ Kc7 b3 Nc1 Rxg4 Nxa2 Rf4 Nc3 g4 Nd5 Rd4 Ne7 Kf3 a5 Kf4 b5 g5 Nc6 Rd5 Ne7 Rxb5 a4 bxa4
ALEXUSA,1678,batteria,1567,1-0,????.??.??,e4 e5 Bc4 g6 Qf3 Nf6 h3 Bg7 g4 Qe7 Nc3 d6 Nd5 Nxd5 Bxd5 c6 Bb3 Nd7 d3 Qf6 Be3 Qxf3 Nxf3 h6 g5 h5 O-O-O Nf8 d4 Be6 dxe5 dxe5 Nd2 Nd7 Nc4 O-O Nd6 Bxb3 axb3 b6 Nc4 Rfd8 c3 f6 Rhg1 Kh7 Rh1 fxg5 Kc2 Nf6 Bxg5 Rxd1 Rxd1 Nxe4 Be3 Bh6 Rd7+ Bg7 Nxe5 Re8 Nxc6 Nc5 Rxa7 Re6 Nd4 Re4 Nf3 Re6 Ng5+ Kg8 Ra8+ Bf8 Nxe6 Nxe6 Bxb6 Kf7 Ra7+ Kf6 Bd4+ Kf5 Rf7+ Ke4 Rf6 Nxd4+ cxd4 Bg7 Rxg6 Bxd4 Re6+ Kf3 b4 Kxf2 b5 Kg3 Rh6 h4 b6 Bxb6 Rxb6 Kxh3 Rg6 Kh2 b4 h3 b5
karenins_smile,1553,RelodeD,1438,0-1,????.??.??,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 d6 Ng5 Nh6 Qf3 O-O Qg3 a6 Nxf7 Nxf7 Bxf7+ Rxf7 Nc3 Bxf2+ Qxf2 Rxf2 Kxf2 Nd4 Nd5 c6 Nb4 Qf8+ Ke1 a5 c3 axb4 cxd4 exd4 Rf1 Qd8 Rf3 Qh4+ Rg3 Qxh2 Kf2 Be6 Bf4 Rf8 Kf3 Qh5+ Kf2 Rxf4+ Kg1 d5 exd5 Bxd5 Rh3 Qe2 Rg3 Qf2+ Kh2 Rh4+ Rh3 Qxg2#
behgol,1684,jaybird,1802,0-1,????.??.??,b4 e6 Bb2 Nf6 a3 d5 h3 a6 e3 c5 c3 c4 d4 cxd3 Bxd3 b5 Nf3 Nbd7 a4 bxa4 Qxa4 Be7 Qc6 Qb6 Qxb6 Nxb6 Bxa6 Rxa6 O-O Nc4 Rxa6 Bxa6 Ba1 O-O Rc1 Ne4 Rc2 Bb5 Ra2 Rb8 Nd4 Bd7 Ra7 Nf6 g4 h6 h4 Nb6 g5 hxg5 hxg5 Ne8 f4 Ra8
2700172,1843,noriksun,1791,0-1,????.??.??,e4 c6 Bc4 d5 exd5 cxd5 Bb3 Nc6 c3 Nf6 h3 Bf5 d3 e6 f4 h6 Nf3 Bd6 O-O Qc7 Nh4 Bh7 g3 O-O-O Be3 Rdg8 Bc2 g5 Ng2 gxf4 gxf4 Nh5 Kh1 Ng3+ Kh2 Nxf1+ Qxf1 Rg7 Nd2 Rhg8 Nh4 Rg3 Qf2 Rxe3
naiche,1884,player1500,1845,0-1,????.??.??,d4 b6 Nf3 Bb7 Bf4 d6 e3 Nc6 Be2 Nf6 h3 h6 Bh2 g5 c3 Bg7 Nbd2 Qd7 O-O O-O-O Qa4 e6 Ba6 Na5 Bxb7+ Kxb7 Qxd7 Rxd7 b4 Nc6 a4 a6 Rfb1 b5 axb5 axb5 Nb3 Ra8
eliot1,1582,shueardm,1576,1/2-1/2,????.??.??,d4 e5 dxe5 Bc5 Nf3 Ne7 Nc3 O-O e4 Nbc6 a3 Ng6 Bd2 Ncxe5 Nxe5 Nxe5 Bd3 d6 h3 Qf6 O-O Qg6 Qe2 Bxh3 g3 Bxf1 Rxf1 Qxg3+ Kh1 Qh4+ Kg1 Qh3 Bf4 Nf3+ Qxf3 Qxf3 Bg3 Rae8 Nd5 Rxe4 Bxe4 Qxe4 Nc3 Qxc2 Nd1 Qxb2 Nxb2 Bxa3 Nc4 Bc5 Na5 b6 Nc6 a5 Ne7+ Kh8 Nd5 Rc8 Re1 h6 Ne7 Ra8 Ra1 a4 Ra2 a3 Nd5 b5 Nxc7 Ra7 Nxb5 Rb7 Nxd6 Rb1+ Kg2 Rb2 Ra1 a2 Nxf7+ Kh7 Ne5 Bd4 Nd3 Rxf2+ Bxf2 Bxa1 Nb4 Bd4 Nxa2 Bxf2 Kxf2 Kg6 Kg3 Kg5 Nc3 g6 Ne4+ Kf5 Nd6+ Ke5 Nf7+ Kf5 Nxh6+ Kg5 Nf7+ Kh5 Kf4 Kh4 Ne5 g5+ Kf3 Kh5 Kg3 Kh6 Kg4 Kg7 Nf3 Kf6 Nxg5
pozor,1785,axmed1938,1818,1-0,????.??.??,e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nxd4 Nxd4 Qxd4 c5 Qe5+ Qe7 Qxe7+ Bxe7 Nd5 Nxd5 exd5 O-O Bd3 Bf6 O-O d6 Rb1 Re8 Be3 b6 c4 g6 h3 Bg7 b4 f5 bxc5 dxc5 Rbd1 a6 Bf4 Bd7 Bc7 b5 d6 bxc4 Bxc4+ Kh8 Rfe1 Be5 g3 Re6 Bxe6
akhavan1860,1566,inqure,1705,1-0,????.??.??,e4 b6 d3 Bb7 d4 d6 f3 e6 Be3 Nd7 c4 g6 a3 Bg7 b4 Ne7 Nc3 O-O Rc1 c5 d5 exd5 Nxd5 Nxd5 cxd5 Re8 bxc5 bxc5 Bb5 a6 Bxd7 Qxd7 Nh3 Reb8 O-O Bc8 Rc4 Qb5 Qa4 Bxh3 gxh3 Qxa4 Rxa4 Rb3 Kf2 Rb2+ Kg3 Be5+ f4 Bc3 Rf3 a5 Rc4 Be1+ Bf2 Bxf2+ Rxf2 Rb3+ Rf3 Rab8 a4 R3b4 Rfc3 Kg7 Kg4 f6 h4 h5+ Kf3 Rxc4 Rxc4 Rb4 Rxb4 cxb4 Ke3 f5 e5 Kf7 e6+ Ke7 Kd3 Kf6 Kc4 g5 hxg5+ Ke7 h4
killswitch,1644,cvetlicnivitez,1662,0-1,????.??.??,d4 Nf6 Bg5 e6 e3 d5 Nd2 h6 Bh4 Be7 c3 Nbd7 Bd3 O-O Ngf3 Ng4 h3 Bxh4 Nxh4 Qxh4 Qxg4 Qxg4 hxg4 Nf6 f3 b6 O-O-O c5 e4 c4 e5 Nxg4 fxg4 cxd3 Nf3 Ba6 Ne1 f6 exf6 Rxf6 Nxd3 Bxd3 Rxd3 Rg6 Rg3 Rf8 Rf3 Rgf6 Rhf1 Kh7 Rxf6 Rxf6 Rxf6 gxf6 Kd2 Kg6 Ke3 Kg5 g3 Kxg4 Kf2 e5 dxe5 fxe5 b4 d4 cxd4 exd4 a4 d3 Ke3 Kxg3 Kxd3 h5 Ke2 Kg2 Ke3 h4 Kd4 h3 Kd5 h2 Kc6 h1=Q Kb7 a5 Ka6 axb4 Kxb6 b3
SINX,1676,dragste,1457,1-0,????.??.??,e3 d5 g3 e5 b3 Bf5 Bb2 Qd6 Nf3 Nd7 Bb5 O-O-O Bxd7+ Rxd7 Nxe5 Re7 f4 g5 g4 gxf4 gxf5 Nf6 exf4 Bh6 Rf1 Rg8 Qe2 Ng4 Ba3 c5 Rg1 Rge8 Rxg4 Rxe5 fxe5 Rxe5 Qxe5 Qxe5+ Kd1 Qxa1 Kc1 Qxa2 Rg8+ Kd7 Ra8 a6 Ra7 Kc6 Ra8 Bxd2+ Kxd2 Qxb1 Rc8+ Kd7 Rf8 Qa1 Bxc5 Qa5+ b4 Qb5 Rxf7+ Ke8 Rf8+ Kd7 Rf7+ Ke8 Rxh7 a5 Rh8+ Kf7 Rh7+ Kg8 Rc7 axb4 f6 b6 f7+ Kh7 f8=Q+ Kg6 Qg7+ Kf5 Rf7+ Ke4 Qg4+ Ke5 Rf5+ Ke6 Qg6+ Kd7 Qd6+ Kc8 Rf8+ Kb7 Rf7+ Ka6 Qxb6+ Qxb6 Bxb6 Kxb6 h4 Kc5 h5 Kc4 h6 d4 h7 d3 cxd3+ Kb3 Rb7 Ka3 h8=Q b3 Kc3 b2 Qa8#
ognjen,1486,Zeleboba,1384,0-1,????.??.??,b3 e5 Bb2 d5 c3 d4 cxd4 exd4
vasekadze,1642,asokee123,1698,0-1,????.??.??,e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 c6 Be2 Bg4 O-O Nf6 d4 Nbd7 Ne5 Bxe2 Qxe2 e6 Bg5 Bd6 Ne4 Nxe4 Qxe4 Nxe5 dxe5 Qxe5 Qh4 h6 f4 Qd4+ Kh1 Rg8 Rad1 Qc5 Rxd6 Qxd6 Be7 Qxe7 Qg4 O-O-O f5 exf5 Qxf5+ Qd7 Qa5 a6 Qb6 Kb8 b4 Qd1 Rg1 Qxc2 b5 cxb5 h3 Rd2 a4 bxa4 Qb4 Rd1 Qf4+ Ka8 Qxf7 Rxg1+ Kxg1 Rd8 Qxg7 Rd1+ Kh2 Ka7 Qg3 Qb3 Qf2+ Qb6 Qc2 Ra1 Qc3 Ra2 Qc4 Ra3 Qc1 Rb3 Qc4 a3 Qa4 Rd3 Qc2 Qd6+ Kg1 Rd1+
FarzadFarsee,1691,Probni321,1754,1-0,????.??.??,e4 b6 Nf3 Bb7 e5 e6 d4 d6 exd6 cxd6 Bd3 Nf6 O-O Nbd7 Bg5 h6 Bh4 g5 Bg3 g4 Nh4 h5 Re1 Be7 c4 d5 f3 dxc4 Bxc4 gxf3 Nxf3 a6 Nc3 b5 Bb3 Bb4 Bh4 Qc7 Rc1 Qa5 a3 Be7 Ne5 Nxe5 dxe5 Rd8 Qc2 Nd5 Nxd5 Bxd5 Bxe7 Kxe7 Qc5+ Ke8 Bxd5 Rxd5 Qc6+ Rd7 Red1 Qd8 Rxd7 Qxd7 Qa8+ Ke7 Qxh8 Qd4+ Kh1 Qxb2 Qf6+ Ke8 Rd1
